Lead Number,Lead Origin,Lead Source,Notes,Lead Stage,Engagement Score,TotalVisits,Page Views Per Visit,Average Time Per Visit,Last Activity,Last Activity Date,Lead Conversion Date,Cityold,Specialization,Entrance Test,What is your current occupation
587973,Lead Add Form,Reference,,Not Interested,0,,,,,,,,Marketing Management,MAT,Unemployed
587970,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Human Resource Management,MAT,Working Professional
587968,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,6/8/16 7:25,,,"Banking, Investment And Insurance",MAT,Working Professional
587955,API,Google,,Qualified,10,13,3.25,207.55,Email Opened,31-07-2016 20:07,12/5/16 7:07,Mumbai,Select Specialization,MAT,Unemployed
587953,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Finance Management,MAT,Working Professional
587950,API,Olark Chat,,Not Interested,0,0,0,0,Email Link Clicked,13-05-2016 12:23,,,Select Specialization,MAT,Unemployed
587944,Lead Add Form,Welingak Website,,Closed,0,0,0,0,Email Opened,25-06-2016 6:14,,,Finance Management,MAT,Unemployed
587940,Lead Add Form,Reference,,Closed,0,0,0,0,Page Visited on Website,7/6/16 5:17,,,Operations Management,MAT,Working Professional
587928,Landing Page Submission,Google,Want to know more about courses. Please do call me on 07718822876,Unreachable,0,5,5,301.25,SMS Sent,29-06-2016 12:51,12/5/16 6:44,Mumbai,Services Excellence,MAT,Unemployed
587918,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Supply Chain Management,MAT,Working Professional
587916,Lead Add Form,Reference,,Closed,0,,,,,,,,"Banking, Investment And Insurance",MAT,Working Professional
587910,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Operations Management,MAT,Working Professional
587907,API,Organic Search,,Junk Lead,0,2,1,0,Olark Chat Conversation,12/5/16 7:01,12/5/16 6:56,Bangalore,,,
587905,Lead Add Form,Reference,,Qualified,0,0,0,0,Email Marked Spam,25-06-2016 1:15,,,Human Resource Management,MAT,Unemployed
587903,Landing Page Submission,Direct Traffic,,Qualified,0,1,1,0,Converted to Lead,12/5/16 6:24,12/5/16 6:24,Thane,Operations Management,MAT,Working Professional
587894,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,2/7/16 7:28,,,Human Resource Management,MAT,Working Professional
587890,Lead Add Form,Reference,,Qualified,0,0,0,0,SMS Sent,22-06-2016 7:49,,,Marketing Management,MAT,Working Professional
587889,Landing Page Submission,Direct Traffic,please give me mba course details and fee structure and placemnet,Not Interested,0,5,1.67,7.5,Page Visited on Website,30-05-2016 12:29,12/5/16 6:14,alibag,Human Resource Management,MAT,Unemployed
587887,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Opened,26-07-2016 8:26,,,Marketing Management,MAT,Working Professional
587886,Landing Page Submission,Direct Traffic,,Unreachable,0,3,3,25.5,SMS Sent,29-06-2016 12:47,12/5/16 6:11,Mumbai,Human Resource Management,MAT,Unemployed
587883,Lead Add Form,Reference,,Closed,0,0,0,0,Email Opened,22-06-2016 14:47,,,Finance Management,MAT,Working Professional
587880,Lead Add Form,,,Qualified,0,0,0,0,SMS Sent,17-07-2016 10:38,,,Finance Management,MAT,Working Professional
587876,Landing Page Submission,Google,Seeking information for MBA.,Unreachable,0,6,6,61.8,SMS Sent,22-06-2016 7:49,12/5/16 6:03,,Human Resource Management,,
587853,Lead Add Form,Welingak Website,,Qualified,20,1,1,0,Page Visited on Website,8/8/16 5:54,,,Supply Chain Management,MAT,Unemployed
587836,Landing Page Submission,Direct Traffic,,Unreachable,0,3,3,44,Email Opened,18-05-2016 8:14,12/5/16 5:31,Mumbai,Rural and Agribusiness,MAT,Unemployed
587827,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,11,Unsubscribed,19-07-2016 13:10,12/5/16 5:24,,Healthcare Management,MAT,Unemployed
587808,API,Direct Traffic,,Qualified,0,4,4,169.5,SMS Sent,21-07-2016 7:16,12/5/16 5:02,Bangalore,Select Specialization,MAT,Unemployed
587803,Landing Page Submission,Organic Search,,Unreachable,0,6,6,76,SMS Sent,15-06-2016 8:46,12/5/16 4:54,Nagpur,E-COMMERCE,MAT,Unemployed
587802,API,Olark Chat,i feel good about SomeSchool,Junk Lead,0,11,1.38,525,Email Opened,21-06-2016 16:19,,Thane,Marketing Management,MAT,Unemployed
587795,API,Organic Search,,Junk Lead,0,6,2,289,Olark Chat Conversation,1/7/16 11:03,12/5/16 6:07,San Jose,,,
587786,API,Olark Chat,,Unreachable,0,0,0,0,Olark Chat Conversation,12/5/16 4:30,,,Select Specialization,MAT,Unemployed
587781,API,Olark Chat,,Unreachable,0,0,0,0,SMS Sent,21-07-2016 7:16,,,Select Specialization,MAT,Unemployed
587777,Landing Page Submission,Direct Traffic,,Unreachable,0,7,1.75,63.67,SMS Sent,29-06-2016 12:45,26-05-2016 6:50,Thane,Finance Management,MAT,Unemployed
587760,Landing Page Submission,Direct Traffic,,Interested,0,2,2,4,Email Opened,1/8/16 6:48,12/5/16 3:31,Mumbai,Supply Chain Management,,
587753,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,2,Unsubscribed,9/6/16 7:47,12/5/16 3:04,Thane,Marketing Management,MAT,Unemployed
587752,Landing Page Submission,Google,I  want to take  admission   for  online Mba  course  in marketing. Please call,Not Eligible,0,3,3,56.5,Form Submitted on Website,12/5/16 3:06,12/5/16 3:05,Indore,Marketing Management,MAT,Unemployed
587719,Landing Page Submission,Direct Traffic,,Unreachable,0,6,6,171.8,Email Opened,17-07-2016 12:54,11/5/16 20:27,,Travel and Tourism,MAT,Unemployed
587710,Landing Page Submission,Organic Search,About the courses offered for MBA,Unreachable,0,3,3,75.5,SMS Sent,15-06-2016 8:46,11/5/16 19:44,Mumbai,Finance Management,MAT,Unemployed
587703,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,4,SMS Sent,6/7/16 12:13,11/5/16 19:07,Dhaka,Business Administration,,
587702,API,Google,,Unreachable,0,2,2,334,Email Opened,8/8/16 13:53,11/5/16 19:02,Thane,Select Specialization,MAT,Unemployed
587699,Landing Page Submission,Direct Traffic,,Junk Lead,0,2,2,4,Form Submitted on Website,16-05-2016 18:29,11/5/16 18:51,Dubai,Media and Advertising,MAT,Unemployed
587683,Landing Page Submission,Referral Sites,,Not Interested,0,3,3,72,Email Opened,17-05-2016 3:38,11/5/16 18:14,Secunderabad,Travel and Tourism,MAT,Working Professional
587671,API,Google,,Unreachable,0,2,2,255,Email Opened,7/8/16 16:29,11/5/16 17:52,Mumbai,Select Specialization,MAT,Unemployed
587667,Landing Page Submission,Direct Traffic,,Junk Lead,0,1,1,0,Converted to Lead,11/5/16 17:38,11/5/16 17:38,Mumbai,Marketing Management,MAT,Unemployed
587649,API,Olark Chat,,Not Interested,0,0,0,0,Email Opened,22-06-2016 6:17,,,Select Specialization,MAT,Unemployed
587640,Landing Page Submission,Organic Search,,Not Eligible,0,4,4,92.67,Email Opened,21-06-2016 13:44,11/5/16 16:51,Delhi,Operations Management,MAT,Unemployed
587629,Landing Page Submission,Direct Traffic,,Not Interested,0,8,2.67,92.6,Page Visited on Website,21-07-2016 19:41,11/5/16 16:40,Mumbai,Finance Management,,
587616,Landing Page Submission,Direct Traffic,,Qualified,0,2,2,6,Email Link Clicked,23-05-2016 10:36,11/5/16 16:09,,"Banking, Investment And Insurance",MAT,Unemployed
587596,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,2,SMS Sent,28-06-2016 10:41,11/5/16 15:33,Mumbai,Media and Advertising,MAT,Unemployed
587586,Landing Page Submission,Organic Search,,Qualified,0,14,7,59.75,SMS Sent,17-07-2016 10:38,11/5/16 15:20,Mumbai,International Business,MAT,Unemployed
587577,Landing Page Submission,Organic Search,,Unreachable,0,6,2,160,Email Opened,29-06-2016 13:39,11/5/16 15:08,Bengaluru,Finance Management,,
587569,Landing Page Submission,Direct Traffic,,Junk Lead,0,1,1,0,Converted to Lead,11/5/16 14:44,11/5/16 14:44,,Marketing Management,MAT,Unemployed
587564,Landing Page Submission,Direct Traffic,,Junk Lead,0,1,1,0,Email Bounced,11/5/16 14:34,11/5/16 14:31,Mumbai,Travel and Tourism,MAT,Unemployed
587560,API,Google,,Qualified,0,2,2,72,SMS Sent,22-06-2016 7:49,11/5/16 14:25,Mumbai,,,
587559,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,2,SMS Sent,28-06-2016 10:38,11/5/16 14:23,Delhi,Finance Management,MAT,Unemployed
587543,Landing Page Submission,Organic Search,,Not Interested,0,4,4,69,Email Bounced,15-05-2016 16:23,11/5/16 13:54,Mumbai,Finance Management,MAT,Unemployed
587535,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,11/5/16 14:22,,,,,
587534,Landing Page Submission,Direct Traffic,,Junk Lead,0,2,2,81,Email Opened,21-06-2016 14:23,11/5/16 13:41,Mumbai,Finance Management,,
587530,Landing Page Submission,Direct Traffic,,Not Interested,0,2,2,7,Unreachable,14-05-2016 12:33,11/5/16 13:34,Mumbai,IT Projects Management,MAT,Unemployed
587520,Landing Page Submission,Direct Traffic,,Not Eligible,0,5,2.5,293.33,Email Opened,23-05-2016 2:31,11/5/16 13:30,Mumbai,Finance Management,MAT,Unemployed
587507,API,Olark Chat,,Junk Lead,0,0,0,0,Email Link Clicked,21-06-2016 16:22,,,,,
587500,API,Olark Chat,,Qualified,0,0,0,0,Email Opened,12/5/16 10:38,,,Select Specialization,MAT,Unemployed
587499,Landing Page Submission,Direct Traffic,,Junk Lead,0,2,2,4,Email Opened,4/8/16 10:48,11/5/16 12:53,Mumbai,Marketing Management,MAT,Unemployed
587496,Landing Page Submission,Organic Search,,Unreachable,0,4,4,166,SMS Sent,15-06-2016 8:46,11/5/16 12:51,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
587495,Landing Page Submission,Google,Hi,Interested,0,3,3,55.5,SMS Sent,27-07-2016 6:39,11/5/16 12:44,Ahmedabad,Finance Management,,
587487,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,13-06-2016 6:43,,,,,
587486,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,8,SMS Sent,29-06-2016 12:47,11/5/16 12:39,Kolkata,Marketing Management,MAT,Unemployed
587484,Landing Page Submission,Google,,Qualified,80,4,4,39,Email Opened,28-07-2016 11:48,11/5/16 12:31,Mumbai,Marketing Management,MAT,Unemployed
587481,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,11/5/16 12:28,,,,,
587477,API,Organic Search,,Not Eligible,0,6,6,145.2,Converted to Lead,11/5/16 12:38,11/5/16 12:38,Mumbai,Select Specialization,MAT,Unemployed
587476,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,21-06-2016 17:35,,,,,
587472,Landing Page Submission,Organic Search,,Unreachable,0,13,6.5,148.73,SMS Sent,28-06-2016 10:38,11/5/16 12:23,Bengaluru,Healthcare Management,MAT,Unemployed
587471,Landing Page Submission,Google,can you pls get me the fee structure of MBA two year programe distance,Unreachable,0,4,4,102,SMS Sent,15-06-2016 8:46,11/5/16 12:21,Gurgaon,Finance Management,MAT,Unemployed
587458,Landing Page Submission,Direct Traffic,,Not Eligible,0,5,5,43.5,Page Visited on Website,14-05-2016 11:33,11/5/16 11:57,Mumbai,Marketing Management,MAT,Unemployed
587430,Landing Page Submission,Direct Traffic,,Qualified,10,7,2.33,145,Olark Chat Conversation,1/8/16 11:01,11/5/16 12:10,New Delhi,IT Projects Management,MAT,Unemployed
587422,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:38,,,Select Specialization,MAT,Unemployed
587418,Landing Page Submission,Google,"Hi, would like to enroll for masters program and would like to know the fee structure as well. thanks",Closed,0,4,2,104,Email Bounced,12/5/16 14:44,11/5/16 11:31,Mumbai,Business Administration,MAT,Working Professional
587414,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587412,API,Google,,Qualified,20,2,2,849,Email Opened,31-07-2016 14:57,11/5/16 11:34,Calcutta,Select Specialization,MAT,Unemployed
587409,API,Organic Search,,Not Interested,0,2,1,0,Olark Chat Conversation,11/5/16 12:11,11/5/16 12:05,Delhi,Select Specialization,MAT,Unemployed
587404,Landing Page Submission,Google,"I WANT TO DO PGDM FROM THIS UNIVERSITY,WHAT IS THE PROCUDER  FOR DOING PGDM,KINDLY INFORM ME",Qualified,0,3,3,165.33,SMS Sent,21-07-2016 7:16,11/5/16 11:11,Mumbai,Marketing Management,MAT,Unemployed
587403,Landing Page Submission,Google,,Unreachable,0,6,6,196.2,SMS Sent,15-06-2016 8:46,11/5/16 11:21,Mumbai,Finance Management,MAT,Unemployed
587396,Landing Page Submission,Google,,Unreachable,0,24,8,87.39,SMS Sent,22-06-2016 7:49,11/5/16 11:14,Mumbai,Marketing Management,,
587395,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587392,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587391,Landing Page Submission,Direct Traffic,,Not Interested,0,1,1,0,Converted to Lead,11/5/16 11:00,11/5/16 11:00,Singapore,E-Business,MAT,Unemployed
587384,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:38,,,Select Specialization,MAT,Unemployed
587378,Landing Page Submission,Google,Plz send details for Part time MBA,Qualified,0,3,3,399.67,SMS Sent,21-07-2016 7:16,11/5/16 10:55,Nagpur,Human Resource Management,MAT,Unemployed
587376,API,Organic Search,,Not Interested,0,2,1,317,Olark Chat Conversation,11/5/16 11:18,11/5/16 11:10,,Select Specialization,MAT,Unemployed
587366,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,21-06-2016 13:10,,,,,
587365,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587357,Landing Page Submission,Direct Traffic,,Not Eligible,0,4,4,42.33,Email Opened,22-06-2016 5:53,11/5/16 10:29,Delhi,Human Resource Management,MAT,Unemployed
587356,Landing Page Submission,Organic Search,From csr,Qualified,0,19,3.8,83.5,Had a Phone Conversation,11/7/16 10:14,11/5/16 10:29,Kolkata,Human Resource Management,MAT,Unemployed
587348,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587341,Lead Add Form,Reference,,Unreachable,0,0,0,0,Email Opened,24-07-2016 2:08,,,Select Specialization,MAT,Unemployed
587329,Landing Page Submission,Direct Traffic,,Not Interested,0,2,2,8,Olark Chat Conversation,11/5/16 10:25,11/5/16 10:03,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
587323,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587320,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587314,API,Olark Chat,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587310,API,Organic Search,,Junk Lead,0,2,1,652,Email Opened,22-06-2016 5:48,11/5/16 10:42,Noida,,,
587309,Landing Page Submission,Organic Search,,Qualified,0,10,10,96.33,SMS Sent,17-07-2016 10:38,11/5/16 9:51,Satara,Operations Management,MAT,Unemployed
587308,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587303,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:38,,,Select Specialization,MAT,Unemployed
587293,API,Google,,Not Eligible,0,2,1,0,Olark Chat Conversation,11/5/16 10:12,11/5/16 10:06,New York,Select Specialization,MAT,Unemployed
587286,Landing Page Submission,Direct Traffic,,Junk Lead,0,2,2,9,Email Opened,21-05-2016 5:56,11/5/16 9:22,Mumbai,Human Resource Management,MAT,Unemployed
587284,Landing Page Submission,Direct Traffic,,Junk Lead,0,3,1.5,8,Email Link Clicked,22-06-2016 17:45,11/5/16 9:22,London,Finance Management,MAT,Unemployed
587277,API,Direct Traffic,,Junk Lead,0,25,1.19,476.17,Page Visited on Website,9/7/16 6:34,10/6/16 11:26,Hyderabad,,,
587261,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:41,,,Select Specialization,MAT,Unemployed
587260,Lead Add Form,Reference,,Unreachable,0,0,0,0,SMS Sent,28-06-2016 10:38,,,Select Specialization,MAT,Unemployed
587259,API,Organic Search,,Not Interested,0,6,6,187.5,Email Link Clicked,21-06-2016 14:56,11/5/16 9:12,Mumbai,,,
587258,Lead Add Form,Reference,,Unreachable,0,0,0,0,Email Opened,19-07-2016 5:27,,,Select Specialization,MAT,Unemployed
587252,API,Organic Search,,Qualified,10,2,2,383,Email Opened,27-07-2016 11:09,11/5/16 8:58,New Delhi,,,
587249,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,16,SMS Sent,28-06-2016 10:41,11/5/16 8:47,Hanoi,Media and Advertising,MAT,Unemployed
587247,Landing Page Submission,Google,,Qualified,0,4,2,403,Email Opened,12/5/16 10:35,11/5/16 8:58,New Delhi,Operations Management,MAT,Working Professional
587243,API,Olark Chat,,Qualified,0,0,0,0,SMS Sent,2/7/16 7:28,,,Travel and Tourism,MAT,Unemployed
587238,API,Organic Search,,Junk Lead,0,1,1,0,Converted to Lead,11/5/16 8:47,11/5/16 8:47,Mumbai,,,
587225,Landing Page Submission,Google,Want to do a post graduation on Marketing,Closed,0,4,4,7,Had a Phone Conversation,23-05-2016 8:10,11/5/16 8:16,,Marketing Management,MAT,Working Professional
587218,API,Olark Chat,,Unreachable,0,0,0,0,SMS Sent,22-06-2016 7:49,,,,,
587205,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,11/5/16 8:08,,,,,
587204,API,Google,,Junk Lead,0,7,1.4,153.67,Page Visited on Website,16-07-2016 12:43,24-05-2016 10:29,Mumbai,,,
587160,Landing Page Submission,Google,i am working in hr field 9 years,Unreachable,0,4,4,133.33,SMS Sent,29-06-2016 12:51,11/5/16 7:21,Mumbai,Human Resource Management,MAT,Unemployed
587155,Landing Page Submission,Organic Search,,Qualified,30,14,14,57.62,Email Opened,8/8/16 8:40,11/5/16 7:23,Pune,Business Administration,,
587146,Landing Page Submission,Direct Traffic,,Closed,0,7,1.75,141,Page Visited on Website,12/6/16 8:22,11/5/16 7:08,Mumbai,Finance Management,MAT,Unemployed
587135,Landing Page Submission,Google,I would like take admission in upcoming batch of MBA in Business adminstration,Qualified,0,5,5,83.25,SMS Sent,27-07-2016 6:44,11/5/16 7:03,Mumbai,Business Administration,MAT,Unemployed
587131,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,21-06-2016 16:32,,,,,
587130,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,11/5/16 6:50,,,Media and Advertising,MAT,Unemployed
587128,API,Olark Chat,,Junk Lead,0,0,0,0,Email Link Clicked,21-06-2016 14:35,,,,,
587108,Landing Page Submission,Google,"hi,I want to know fees of the Course....and duration of the Course",Qualified,10,5,2.5,72,Email Opened,22-07-2016 9:10,11/5/16 6:37,Mumbai,Finance Management,,
587105,Landing Page Submission,Google,knowing about pgdm.,Qualified,0,4,2,241.5,Unreachable,18-05-2016 7:45,11/5/16 6:37,,Finance Management,MAT,Unemployed
587103,API,Google,,Qualified,30,3,3,243.5,Email Opened,1/8/16 4:08,11/5/16 6:34,Mumbai,Marketing Management,MAT,Unemployed
587099,Landing Page Submission,Google,Pls send me info,Unreachable,0,2,2,40,SMS Sent,29-06-2016 12:49,11/5/16 6:22,Mumbai,Business Administration,MAT,Unemployed
587094,API,Organic Search,,Qualified,0,6,6,109.2,Email Opened,8/6/16 9:37,11/5/16 6:27,,Select Specialization,MAT,Working Professional
587089,Landing Page Submission,Organic Search,,Qualified,70,9,2.25,71.4,Email Opened,8/8/16 12:21,11/5/16 6:20,Kalyan,Finance Management,MAT,Working Professional
587083,Landing Page Submission,Direct Traffic,test,Junk Lead,0,42,3.82,87.45,Page Visited on Website,8/7/16 13:44,8/7/16 6:24,Mumbai,Select,MAT,Unemployed
587079,Landing Page Submission,Organic Search,,Unreachable,0,5,5,58,SMS Sent,28-06-2016 10:38,11/5/16 6:13,Bhopal,International Business,MAT,Unemployed
587059,API,Organic Search,,Junk Lead,0,5,1.25,170,Page Visited on Website,21-07-2016 11:24,11/5/16 7:17,,,,
587053,Landing Page Submission,Google,,Closed,0,2,1,0,Converted to Lead,2/8/16 13:28,2/8/16 13:28,Pune,Human Resource Management,,
587046,Landing Page Submission,Direct Traffic,,Closed,0,2,2,13,Email Opened,24-05-2016 17:17,11/5/16 5:37,Jagatpura,Finance Management,MAT,Unemployed
